id;aircraft;flight_date;damage;airline;state;phase_of_flight;reported_date;bird_size;cost;feet_above_ground
977;Airplane;2000-04-16;Caused damage;PRIVATELY OWNED;Maryland;En Route;2000-04-19;Large;5345;1500
978;Airplane;2000-04-16;No damage;AMERICAN AIRLINES;Florida;Climb;2000-04-21;Small;0;100
979;Airplane;2000-04-16;Caused damage;HORIZON AIR;Oregon;Take-off run;2000-05-11;Medium;68823;0
980;Airplane;2000-04-17;No damage;BUSINESS;Wisconsin;Climb;;;0;90
981;;2000-04-17;No damage;UNKNOWN;New Jersey;;;Medium;0;
982;Airplane;2000-04-17;No damage;PRIVATELY OWNED;Colorado;Take-off run;;;0;0
983;Airplane;2000-04-17;No damage;UNITED AIRLINES;;;;Medium;0;200
984;Airplane;2000-04-17;No damage;US AIRWAYS*;Florida;Descent;;Medium;0;12000
985;Airplane;2000-04-17;No damage;UNITED AIRLINES;;;;Medium;0;
986;Airplane;2000-04-17;No damage;UNITED AIRLINES;;;;Medium;0;
987;Airplane;2000-04-17;No damage;UNITED AIRLINES;;;;Medium;0;
988;Airplane;2000-04-17;Caused damage;AIR AFRIQUE;New York;Climb;;Medium;0;10
989;Airplane;2000-04-17;Caused damage;UNITED AIRLINES;Arizona;Approach;;Large;66818;700
990;Airplane;2000-04-17;Caused damage;CHAUTAUQUA AIRLINES;Maryland;Climb;;;24055;500
991;Airplane;2000-04-17;No damage;BUSINESS;North Carolina;Approach;2000-04-17;Medium;0;1000
992;Airplane;2000-04-17;No damage;AMERICAN AIRLINES;Illinois;Approach;2000-04-17;Medium;0;
993;;2000-04-17;No damage;UNKNOWN;Pennsylvania;;2000-04-17;Small;0;
994;Airplane;2000-04-17;No damage;MILITARY;Arizona;Approach;2000-08-28;Medium;0;5000
995;Airplane;2000-04-17;No damage;MILITARY;New Hampshire;Take-off run;2000-12-15;Medium;0;0
996;;2000-04-17;No damage;MILITARY;New Hampshire;Climb;2001-07-16;Small;0;30
997;Airplane;2000-04-17;No damage;MILITARY;New Hampshire;Take-off run;2001-07-16;Medium;0;
998;Airplane;2000-04-18;No damage;FEDEX EXPRESS;Oklahoma;Approach;;Small;0;3000
999;Airplane;2000-04-18;No damage;US AIRWAYS*;;;;Medium;0;
1000;Airplane;2000-04-18;No damage;UNITED AIRLINES;Colorado;Take-off run;;Small;0;0
